Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Total Packets,Percent Filtered,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Rel Start,Duration,Bits/s A → B,Bits/s B → A
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",59122,1,43,99,1,100,1,43,0,0,152.952426,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",53914,1,43,101,1,100,1,43,0,0,160.921717,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",57391,1,43,103,1,100,1,43,0,0,172.920784,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",57362,1,43,105,1,100,1,43,0,0,179.016605,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",57361,1,43,107,1,100,1,43,0,0,192.768856,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",61525,1,42,109,1,100,1,42,0,0,200.077793,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",55389,1,43,111,1,100,1,43,0,0,208.125993,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",53906,1,43,113,1,100,1,43,0,0,220.377442,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",65423,1,43,115,1,100,1,43,0,0,230.458122,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",58103,1,43,117,1,100,1,43,0,0,243.099174,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",64301,1,43,119,1,100,1,43,0,0,251.537618,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",52102,1,43,121,1,100,1,43,0,0,262.047051,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",52099,1,43,123,1,100,1,43,0,0,269.570532,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",59478,1,43,125,1,100,1,43,0,0,279.379362,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",60358,1,43,127,1,100,1,43,0,0,288.660269,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",64013,1,43,129,1,100,1,43,0,0,301.885939,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",58170,1,43,131,1,100,1,43,0,0,310.305251,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",55263,1,43,133,1,100,1,43,0,0,321.443761,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",65512,1,43,135,1,100,1,43,0,0,329.007033,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",55867,1,43,137,1,100,1,43,0,0,340.843307,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",54891,1,43,139,1,100,1,43,0,0,351.744174,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",49733,1,43,141,1,100,1,43,0,0,360.88911,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",51739,1,43,143,1,100,1,43,0,0,370.384408,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",63084,1,43,145,1,100,1,43,0,0,378.336276,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",52804,1,43,147,1,100,1,43,0,0,390.606948,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",49556,1,43,149,1,100,1,43,0,0,398.694939,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",56203,1,43,151,1,100,1,43,0,0,410.615188,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",54543,1,43,153,1,100,1,43,0,0,421.843257,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",59894,1,43,155,1,100,1,43,0,0,430.0501,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",56029,1,43,157,1,100,1,43,0,0,440.91554,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",50331,1,43,159,1,100,1,43,0,0,451.034942,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",54342,1,43,161,1,100,1,43,0,0,460.947032,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",53967,1,43,163,1,100,1,43,0,0,470.669629,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",53606,2,86,165,2,100,2,86,0,0,482.102508,0.004181000000016866,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",62039,2,86,167,2,100,2,86,0,0,490.617756,0.005035000000020773,136643,0
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",53561,1,43,169,1,100,1,43,0,0,499.994874,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",50917,1,43,171,1,100,1,43,0,0,512.401425,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",52877,1,43,173,1,100,1,43,0,0,518.557572,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",51633,1,43,175,1,100,1,43,0,0,532.52745,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",51485,1,43,177,1,100,1,43,0,0,540.322384,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",59849,1,43,179,1,100,1,43,0,0,550.832152,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",55606,1,43,181,1,100,1,43,0,0,558.568682,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",50489,1,43,183,1,100,1,43,0,0,570.663288,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",56474,1,43,185,1,100,1,43,0,0,578.575518,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",55210,1,43,187,1,100,1,43,0,0,589.477697,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",59267,1,43,189,1,100,1,43,0,0,602.781514,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",55432,1,43,191,1,100,1,43,0,0,608.941353,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",50754,1,43,193,1,100,1,43,0,0,620.462692,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",49616,1,43,195,1,100,1,43,0,0,631.541944,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",62524,1,43,197,1,100,1,43,0,0,638.480104,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",52648,1,43,199,1,100,1,43,0,0,652.446686,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",51398,1,43,201,1,100,1,43,0,0,662.177889,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",56218,2,86,203,2,100,2,86,0,0,672.083418,0.0038449999999556894,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",58329,1,43,207,1,100,1,43,0,0,690.778456,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",51139,1,43,209,1,100,1,43,0,0,701.094582,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",61100,1,43,211,1,100,1,43,0,0,711.083902,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",60281,1,43,213,1,100,1,43,0,0,722.057728,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",57676,1,43,215,1,100,1,43,0,0,731.299516,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",54259,1,44,217,1,100,1,44,0,0,739.76106,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",55278,1,44,219,1,100,1,44,0,0,751.48254,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",56672,1,44,221,1,100,1,44,0,0,761.877881,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",55154,1,44,223,1,100,1,44,0,0,772.366625,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",54205,1,44,225,1,100,1,44,0,0,781.920602,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",51808,1,44,227,1,100,1,44,0,0,789.445303,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",60976,1,44,229,1,100,1,44,0,0,802.885274,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",50809,1,44,231,1,100,1,44,0,0,810.895118,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",65419,1,44,233,1,100,1,44,0,0,819.97985,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",52366,1,44,235,1,100,1,44,0,0,829.690059,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",50993,1,44,237,1,100,1,44,0,0,841.490632,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",55143,1,44,239,1,100,1,44,0,0,852.586239,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",55721,1,44,241,1,100,1,44,0,0,861.06777,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",63762,1,44,243,1,100,1,44,0,0,872.750986,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",62266,1,44,245,1,100,1,44,0,0,878.515821,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",56297,1,44,247,1,100,1,44,0,0,891.232486,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",51878,1,44,249,1,100,1,44,0,0,900.355635,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",57146,1,44,251,1,100,1,44,0,0,909.206203,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",64772,1,44,253,1,100,1,44,0,0,919.246787,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",53349,1,44,255,1,100,1,44,0,0,929.408268,0,"",""
"fe80::580c:cab1:82af:7ee3",5683,"fe80::b8d0:aa3c:be56:a8dc",54463,2,88,257,2,100,2,88,0,0,940.785001,0.004485000000045147,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",53004,1,43,37,1,100,1,43,0,0,11.403769,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",59313,1,43,73,1,100,1,43,0,0,21.174518,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",65218,1,43,75,1,100,1,43,0,0,32.875676,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",59419,1,43,77,1,100,1,43,0,0,40.457195,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",49562,1,43,79,1,100,1,43,0,0,48.723174,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",57455,1,43,81,1,100,1,43,0,0,62.474266,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",49277,1,43,83,1,100,1,43,0,0,72.04829,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",51444,1,43,85,1,100,1,43,0,0,79.043573,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",55670,1,43,87,1,100,1,43,0,0,92.016618,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",61835,1,43,89,1,100,1,43,0,0,101.195547,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",54591,1,43,91,1,100,1,43,0,0,108.71796,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",52037,1,43,93,1,100,1,43,0,0,122.275897,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",62717,1,43,95,1,100,1,43,0,0,130.761517,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",63408,1,43,97,1,100,1,43,0,0,139.78516,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",59122,1,43,99,1,100,1,43,0,0,153.070241,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",53914,1,43,101,1,100,1,43,0,0,159.399463,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",57391,1,43,103,1,100,1,43,0,0,169.598354,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",57362,1,43,105,1,100,1,43,0,0,181.711025,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",57361,1,43,107,1,100,1,43,0,0,192.025656,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",61525,1,42,109,1,100,1,42,0,0,198.788575,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",55389,1,43,111,1,100,1,43,0,0,211.993038,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",53906,1,43,113,1,100,1,43,0,0,221.782369,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",65423,1,43,115,1,100,1,43,0,0,228.797761,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",58103,1,43,117,1,100,1,43,0,0,238.235907,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",64301,1,43,119,1,100,1,43,0,0,251.109018,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",52102,1,43,121,1,100,1,43,0,0,258.571654,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",52099,1,43,123,1,100,1,43,0,0,272.460242,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",59478,1,43,125,1,100,1,43,0,0,281.176975,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",60358,1,43,127,1,100,1,43,0,0,291.902935,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",64013,1,43,129,1,100,1,43,0,0,300.752586,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",58170,1,43,131,1,100,1,43,0,0,311.438177,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",55263,1,43,133,1,100,1,43,0,0,319.454154,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",65512,1,43,135,1,100,1,43,0,0,331.662425,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",55867,1,43,137,1,100,1,43,0,0,342.54419,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",54891,1,43,139,1,100,1,43,0,0,348.854769,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",49733,1,43,141,1,100,1,43,0,0,359.211112,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",51739,1,43,143,1,100,1,43,0,0,368.357238,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",63084,1,43,145,1,100,1,43,0,0,380.153204,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",52804,1,43,147,1,100,1,43,0,0,392.267553,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",49556,1,43,149,1,100,1,43,0,0,402.601347,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",56203,1,43,151,1,100,1,43,0,0,412.508432,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",54543,1,43,153,1,100,1,43,0,0,420.541101,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",59894,1,43,155,1,100,1,43,0,0,430.499877,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",56029,1,43,157,1,100,1,43,0,0,442.475448,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",50331,1,43,159,1,100,1,43,0,0,449.431277,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",54342,1,43,161,1,100,1,43,0,0,460.43348,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",53967,1,43,163,1,100,1,43,0,0,471.937427,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",53606,1,43,165,1,100,1,43,0,0,478.329935,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",62039,1,43,167,1,100,1,43,0,0,492.688867,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",53561,1,43,169,1,100,1,43,0,0,498.666811,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",50917,1,43,171,1,100,1,43,0,0,511.405203,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",52877,2,86,173,2,100,2,86,0,0,518.441344,0.00320400000009613,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",51633,1,43,175,1,100,1,43,0,0,533.014332,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",51485,1,43,177,1,100,1,43,0,0,538.232416,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",59849,1,43,179,1,100,1,43,0,0,549.661175,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",55606,1,43,181,1,100,1,43,0,0,558.765925,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",50489,1,43,183,1,100,1,43,0,0,568.735869,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",56474,1,43,185,1,100,1,43,0,0,579.493442,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",55210,1,43,187,1,100,1,43,0,0,589.619953,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",59267,1,43,189,1,100,1,43,0,0,599.36504,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",55432,1,43,191,1,100,1,43,0,0,611.298959,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",50754,1,43,193,1,100,1,43,0,0,619.368947,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",49616,1,43,195,1,100,1,43,0,0,629.411698,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",62524,1,43,197,1,100,1,43,0,0,640.548499,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",52648,1,43,199,1,100,1,43,0,0,653.110885,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",51398,1,43,201,1,100,1,43,0,0,662.196289,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",56218,1,43,203,1,100,1,43,0,0,673.136763,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",55766,1,43,205,1,100,1,43,0,0,683.082601,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",58329,1,43,207,1,100,1,43,0,0,690.252699,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",51139,1,43,209,1,100,1,43,0,0,702.502042,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",61100,1,43,211,1,100,1,43,0,0,710.139279,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",60281,1,43,213,1,100,1,43,0,0,721.670902,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",57676,1,43,215,1,100,1,43,0,0,729.482862,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",54259,1,44,217,1,100,1,44,0,0,742.086321,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",55278,1,44,219,1,100,1,44,0,0,749.841282,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",56672,1,44,221,1,100,1,44,0,0,761.09602,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",55154,1,44,223,1,100,1,44,0,0,770.158629,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",54205,1,44,225,1,100,1,44,0,0,781.935737,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",51808,1,44,227,1,100,1,44,0,0,790.73263,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",60976,1,44,229,1,100,1,44,0,0,800.482812,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",50809,1,44,231,1,100,1,44,0,0,811.911663,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",65419,1,44,233,1,100,1,44,0,0,822.79413,0,"",""
"fe80::5884:e583:abf6:dfe6",5683,"fe80::b8d0:aa3c:be56:a8dc",52366,1,44,235,1,100,1,44,0,0,829.729056,0,"",""
